seed,dimension,poison_ratio,target,initialization,initialization_replicate,evaluator,update_rate,update_policy,coalition_mode,controlled_coalition_size,controlled_poison_count,coalition_round,selected_agent_ids,reputation_weights,final_optimization_weights,final_contribution_weights,final_raw_contribution_weights,rounds_executed,final_accepted_round,converged,stop_reason,final_eta_used,updates_accepted,gate_triggers,final_target_error,final_evaluation_loss,final_delivered_solution_evaluation_loss,final_full_solution_source,final_loo_search_objective,final_consistency_l1,final_raw_consistency_l1,final_solver_audit_status,solver_recovery_attempts,solver_recovery_successes,selected_poison_weight,stage3_requests,contribution_requests,payment_status,payment_contribution_source,payment_fallback_reason,payment_contribution_weights,payment_requests,paid_total,initial_coalition_ids,final_coalition_ids,coalition_rounds_executed,pruning_log
24,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[13, 20, 7]","[0.4572396236279282, 0.2299679008300801, 0.3127924755419918]","[0.11930990590698207, 0.7583924709789909, 0.12229762311402723]","[0.10281921202254098, 0.7943624616617961, 0.10281832631566284]","[0.09811484219987175, 0.8037712193827852, 0.09811393841734303]",20,2,False,max_rounds,0.05,2,17,0.02497193194532824,0.0029980546484390893,0.0029980546484390893,stage3_l_opt,l_opt_current_alpha,0.07193998136561074,0.09075749680758881,not_needed,0,0,0.0,4986,25770,ok,eval,,"[0.09811484219987175, 0.8037712193827852, 0.09811393841734303]",0,10.0,"[13, 20, 7]","[13, 20, 7]",1,"[{""coalition_ids"": [13, 20, 7], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
25,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[9, 19, 20]","[0.3675861669249263, 0.3532777682294573, 0.2791360648456166]","[0.39350456110328497, 0.5181621055633816, 0.08833333333333332]","[0.5566275214451235, 0.3513903186320297, 0.09198215992284685]","[0.5611845456923029, 0.35175882853608476, 0.08705662577161243]",20,2,False,max_rounds,0.05,2,17,0.002764055459538191,0.0041942090416948,0.0041942090416948,stage3_l_opt,l_opt_current_alpha,0.333543573862704,0.3353599691780357,not_needed,0,0,0.0,15588,26403,ok,eval,,"[0.5611845456923028, 0.3517588285360847, 0.08705662577161241]",0,10.0,"[9, 19, 20]","[9, 19, 20]",1,"[{""coalition_ids"": [9, 19, 20], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
25,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[9, 19, 20]","[0.3675861669249263, 0.3532777682294573, 0.2791360648456166]","[0.4836215229626118, 0.4003259213151291, 0.1160525557222591]","[0.4491902881996077, 0.41177240048504177, 0.13903731131535058]","[0.4515547158499398, 0.4133731977738521, 0.13507208637620804]",20,8,False,max_rounds,0.05,5,14,0.004075730238044889,0.0027274486298362413,0.0027274486298362413,stage3_l_opt,l_opt_current_alpha,0.0688624695260082,0.06413361422534396,not_needed,0,0,0.0,23958,24414,ok,eval,,"[0.4515547158499398, 0.4133731977738521, 0.13507208637620804]",0,10.0,"[9, 19, 20]","[9, 19, 20]",1,"[{""coalition_ids"": [9, 19, 20], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
26,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[10, 14, 16]","[0.35936896272190333, 0.36784069323264207, 0.2727903440454546]","[0.297437242248858, 0.3512372064783492, 0.35132555127279286]","[0.20345207688499115, 0.39817488513645194, 0.3983730379785569]","[0.2008014389982903, 0.3994981821120258, 0.3997003788896839]",20,19,False,max_rounds,0.125,17,2,0.034658360333260696,0.006251410852807264,0.006251410852807264,stage3_l_opt,l_opt_current_alpha,0.1879703307277336,0.1932716065011353,not_needed,0,0,0.0,5652,24510,ok,eval,,"[0.2008014389982903, 0.3994981821120258, 0.3997003788896839]",0,10.0,"[10, 14, 16]","[10, 14, 16]",1,"[{""coalition_ids"": [10, 14, 16], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
26,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[10, 14, 16]","[0.35936896272190333, 0.36784069323264207, 0.2727903440454546]","[0.2971012578835642, 0.38067966412415505, 0.3222190779922808]","[0.19665082542294016, 0.40159907750199614, 0.40175009707506365]","[0.19386138648599338, 0.40299225595441784, 0.4031463575595888]",20,6,False,max_rounds,0.05,3,16,0.03562988737238465,0.006375716349187617,0.006375716349187617,stage3_l_opt,l_opt_current_alpha,0.20090086492124798,0.20647974279514159,recovered_informative,14,14,0.0,8205,44559,ok,eval,,"[0.19386138648599338, 0.40299225595441784, 0.4031463575595888]",0,10.0,"[10, 14, 16]","[10, 14, 16]",1,"[{""coalition_ids"": [10, 14, 16], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""recovered_informative"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
27,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[5, 13, 14]","[0.3674759152413462, 0.2800519508443133, 0.35247213391434046]","[0.39354655020849755, 0.21069633798355764, 0.3957571118079448]","[0.3694903414740247, 0.2582062901072024, 0.37230336841877293]","[0.3702282395993449, 0.2566730851434038, 0.37309867525725127]",20,8,False,max_rounds,0.05,4,15,0.003412541932174662,0.003622325137257576,0.003622325137257576,stage3_l_opt,l_opt_current_alpha,0.09501990424728951,0.09195349431969235,recovered_informative,20,20,0.0,10875,27084,ok,eval,,"[0.3702282395993449, 0.2566730851434038, 0.37309867525725127]",0,10.0,"[5, 13, 14]","[5, 13, 14]",1,"[{""coalition_ids"": [5, 13, 14], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""recovered_informative"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
27,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[5, 13, 14]","[0.3674759152413462, 0.2800519508443133, 0.35247213391434046]","[0.39499867976388875, 0.21172955197727727, 0.39327176825883403]","[0.36952886506034555, 0.25812624578706683, 0.3723448891525875]","[0.370267549381305, 0.2565914072657145, 0.3731410433529805]",20,6,False,max_rounds,0.05,3,16,0.0034095200966034467,0.0036242101341485977,0.0036242101341485977,stage3_l_opt,l_opt_current_alpha,0.09279338761957928,0.0897237105768745,recovered_informative,20,20,0.0,9048,27570,ok,eval,,"[0.370267549381305, 0.2565914072657145, 0.3731410433529805]",0,10.0,"[5, 13, 14]","[5, 13, 14]",1,"[{""coalition_ids"": [5, 13, 14], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""recovered_informative"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
28,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,1,"[20, 8]","[0.632564588624948, 0.3674354113750519]","[0.010479181532949135, 0.9895208184670508]","[0.010000683256252422, 0.9899993167437476]","[6.972002575736632e-07, 0.9999993027997425]",11,10,True,fixed_point_tolerance,0.5,10,0,0.01426026365591393,0.0007581613026559353,0.0007581613026559353,stage3_l_opt,l_opt_current_alpha,0.0009569965533935947,0.02095696866538328,not_needed,0,0,0.0,21963,23392,ok,eval,,"[6.972002575736632e-07, 0.9999993027997425]",0,10.0,"[20, 13, 8]","[20, 8]",2,"[{""coalition_ids"": [20, 13, 8], ""coalition_round"": 0, ""pruning_candidate_agent_id"": 13, ""pruning_candidate_contribution"": -1.2657294670741052e-05, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": 13, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""removed_negative_contributor""}, {""coalition_ids"": [20, 8], ""coalition_round"": 1, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""terminal_accepted"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""fixed_point_tolerance"", ""status"": ""stable""}]"
28,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[20, 13, 8]","[0.4588398695621773, 0.2746355426572469, 0.2665245877805758]","[0.23275326811442199, 0.14065110466195677, 0.6265956272236213]","[0.015439146648303023, 0.015440274429030534, 0.9691205789226665]","[0.00895151018534322, 0.008952660982003945, 0.9820958288326528]",20,1,False,max_rounds,0.05,1,18,0.008090371689672082,0.005158028254906337,0.005158028254906337,stage3_l_opt,l_opt_current_alpha,0.6850499033980904,0.7110004032180631,not_needed,1,1,0.0,15186,36576,ok,eval,,"[0.00895151018534322, 0.008952660982003945, 0.9820958288326528]",0,10.0,"[20, 13, 8]","[20, 13, 8]",1,"[{""coalition_ids"": [20, 13, 8], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
29,2,0.0,0.0,uniform,0,uniform,0.5,guarded,stage1,,,0,"[8, 16, 15]","[0.41202678844060914, 0.34370584556674505, 0.24426736599264584]","[0.37372970442501846, 0.4594444578398649, 0.16682583773511667]","[0.1250856205312486, 0.7838030398558274, 0.09111133961292397]","[0.12083566720875709, 0.792996299172613, 0.0861680336186299]",20,4,False,max_rounds,0.05,2,17,0.00215699369606015,0.006401838734745979,0.006401838734745979,stage3_l_opt,l_opt_current_alpha,0.6487171640319251,0.6671036826654964,not_needed,0,0,0.0,14829,25884,ok,eval,,"[0.12083566720875709, 0.792996299172613, 0.0861680336186299]",0,10.0,"[8, 16, 15]","[8, 16, 15]",1,"[{""coalition_ids"": [8, 16, 15], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
29,2,0.0,0.0,stage0,0,uniform,0.5,guarded,stage1,,,0,"[8, 16, 15]","[0.41202678844060914, 0.34370584556674505, 0.24426736599264584]","[0.37743796476565017, 0.3796651274693339, 0.24289690776501602]","[0.3361421154165737, 0.33630165588695254, 0.32755622869647383]","[0.3361994374999051, 0.3363622338982509, 0.327438328601844]",20,8,False,max_rounds,0.05,8,11,0.00361616776454873,0.0031597198297580085,0.0031597198297580085,stage3_l_opt,l_opt_current_alpha,0.16931864186291565,0.1690828416736561,not_needed,0,0,0.0,9711,25272,ok,eval,,"[0.3361994374999051, 0.3363622338982509, 0.327438328601844]",0,10.0,"[8, 16, 15]","[8, 16, 15]",1,"[{""coalition_ids"": [8, 16, 15], ""coalition_round"": 0, ""pruning_candidate_agent_id"": null, ""pruning_candidate_contribution"": null, ""pruning_state_source"": ""accepted_snapshot"", ""removed_agent_id"": null, ""solver_audit_status"": ""not_needed"", ""stage3a_stop_reason"": ""max_rounds"", ""status"": ""stable""}]"
